,iso_code,country,year,Energy Type,Energy Consumption (TwH)
467,OWID_WRL,World,1992,other_renewable_consumption,363.728
687,OWID_WRL,World,1992,primary_energy_consumption,96449.162
522,OWID_WRL,World,1992,renewables_consumption,6621.107
577,OWID_WRL,World,1992,solar_consumption,1.302
632,OWID_WRL,World,1992,wind_consumption,13.148
28,OWID_WRL,World,1993,biofuel_consumption,111.162
83,OWID_WRL,World,1993,coal_consumption,25675.129
798,OWID_WRL,World,1993,energy_per_capita,17400.078
743,OWID_WRL,World,1993,energy_per_gdp,2.139
138,OWID_WRL,World,1993,fossil_fuel_consumption,84043.499
193,OWID_WRL,World,1993,gas_consumption,20269.103
248,OWID_WRL,World,1993,hydro_consumption,6503.463
303,OWID_WRL,World,1993,low_carbon_consumption,13076.747
358,OWID_WRL,World,1993,nuclear_consumption,6068.966
413,OWID_WRL,World,1993,oil_consumption,38099.268
468,OWID_WRL,World,1993,other_renewable_consumption,375.783
688,OWID_WRL,World,1993,primary_energy_consumption,97120.246
523,OWID_WRL,World,1993,renewables_consumption,7007.781
578,OWID_WRL,World,1993,solar_consumption,1.546
633,OWID_WRL,World,1993,wind_consumption,15.827
29,OWID_WRL,World,1994,biofuel_consumption,120.114
84,OWID_WRL,World,1994,coal_consumption,25773.562
799,OWID_WRL,World,1994,energy_per_capita,17369.002
744,OWID_WRL,World,1994,energy_per_gdp,2.115
139,OWID_WRL,World,1994,fossil_fuel_consumption,85101.869
194,OWID_WRL,World,1994,gas_consumption,20393.341
249,OWID_WRL,World,1994,hydro_consumption,6546.899
304,OWID_WRL,World,1994,low_carbon_consumption,13261.399
359,OWID_WRL,World,1994,nuclear_consumption,6182.906
414,OWID_WRL,World,1994,oil_consumption,38934.965
469,OWID_WRL,World,1994,other_renewable_consumption,390.027
689,OWID_WRL,World,1994,primary_energy_consumption,98363.268
524,OWID_WRL,World,1994,renewables_consumption,7078.493
579,OWID_WRL,World,1994,solar_consumption,1.667
634,OWID_WRL,World,1994,wind_consumption,19.786
30,OWID_WRL,World,1995,biofuel_consumption,126.441
85,OWID_WRL,World,1995,coal_consumption,25954.363
800,OWID_WRL,World,1995,energy_per_capita,17482.117
745,OWID_WRL,World,1995,energy_per_gdp,2.079
140,OWID_WRL,World,1995,fossil_fuel_consumption,86507.622
195,OWID_WRL,World,1995,gas_consumption,21108.566
250,OWID_WRL,World,1995,hydro_consumption,6904.543
305,OWID_WRL,World,1995,low_carbon_consumption,13913.38
360,OWID_WRL,World,1995,nuclear_consumption,6451.105
415,OWID_WRL,World,1995,oil_consumption,39444.693
470,OWID_WRL,World,1995,other_renewable_consumption,406.56
690,OWID_WRL,World,1995,primary_energy_consumption,100421.001
525,OWID_WRL,World,1995,renewables_consumption,7462.274
580,OWID_WRL,World,1995,solar_consumption,1.78
635,OWID_WRL,World,1995,wind_consumption,22.95
31,OWID_WRL,World,1996,biofuel_consumption,121.037
86,OWID_WRL,World,1996,coal_consumption,26572.145
801,OWID_WRL,World,1996,energy_per_capita,17746.228
746,OWID_WRL,World,1996,energy_per_gdp,2.076
141,OWID_WRL,World,1996,fossil_fuel_consumption,89116.102
196,OWID_WRL,World,1996,gas_consumption,22163.46
251,OWID_WRL,World,1996,hydro_consumption,7001.392
306,OWID_WRL,World,1996,low_carbon_consumption,14253.758
361,OWID_WRL,World,1996,nuclear_consumption,6685.564
416,OWID_WRL,World,1996,oil_consumption,40380.497
471,OWID_WRL,World,1996,other_renewable_consumption,418.238
691,OWID_WRL,World,1996,primary_energy_consumption,103369.86
526,OWID_WRL,World,1996,renewables_consumption,7568.194
581,OWID_WRL,World,1996,solar_consumption,1.959
636,OWID_WRL,World,1996,wind_consumption,25.568
32,OWID_WRL,World,1997,biofuel_consumption,126.272
87,OWID_WRL,World,1997,coal_consumption,26526.834
802,OWID_WRL,World,1997,energy_per_capita,17671.673
747,OWID_WRL,World,1997,energy_per_gdp,2.03
142,OWID_WRL,World,1997,fossil_fuel_consumption,89974.447
197,OWID_WRL,World,1997,gas_consumption,22034.355
252,OWID_WRL,World,1997,hydro_consumption,7128.16
307,OWID_WRL,World,1997,low_carbon_consumption,14377.597
362,OWID_WRL,World,1997,nuclear_consumption,6639.662
417,OWID_WRL,World,1997,oil_consumption,41413.258
472,OWID_WRL,World,1997,other_renewable_consumption,448.019
692,OWID_WRL,World,1997,primary_energy_consumption,104352.044
527,OWID_WRL,World,1997,renewables_consumption,7737.935
582,OWID_WRL,World,1997,solar_consumption,2.102
637,OWID_WRL,World,1997,wind_consumption,33.383
33,OWID_WRL,World,1998,biofuel_consumption,127.632
88,OWID_WRL,World,1998,coal_consumption,26359.578
803,OWID_WRL,World,1998,energy_per_capita,17545.245
748,OWID_WRL,World,1998,energy_per_gdp,2.015
143,OWID_WRL,World,1998,fossil_fuel_consumption,90421.931
198,OWID_WRL,World,1998,gas_consumption,22437.921
253,OWID_WRL,World,1998,hydro_consumption,7185.956
308,OWID_WRL,World,1998,low_carbon_consumption,14582.748
363,OWID_WRL,World,1998,nuclear_consumption,6753.84
418,OWID_WRL,World,1998,oil_consumption,41624.432
473,OWID_WRL,World,1998,other_renewable_consumption,468.784
693,OWID_WRL,World,1998,primary_energy_consumption,105004.679
528,OWID_WRL,World,1998,renewables_consumption,7828.908
583,OWID_WRL,World,1998,solar_consumption,2.311
638,OWID_WRL,World,1998,wind_consumption,44.226
34,OWID_WRL,World,1999,biofuel_consumption,129.306
89,OWID_WRL,World,1999,coal_consumption,26521.914
804,OWID_WRL,World,1999,energy_per_capita,17628.417
749,OWID_WRL,World,1999,energy_per_gdp,1.98
144,OWID_WRL,World,1999,fossil_fuel_consumption,91969.278
199,OWID_WRL,World,1999,gas_consumption,23075.98
254,OWID_WRL,World,1999,hydro_consumption,7237.996
309,OWID_WRL,World,1999,low_carbon_consumption,14933.661
364,OWID_WRL,World,1999,nuclear_consumption,7012.121
419,OWID_WRL,World,1999,oil_consumption,42371.384
474,OWID_WRL,World,1999,other_renewable_consumption,492.76
694,OWID_WRL,World,1999,primary_energy_consumption,106902.939
529,OWID_WRL,World,1999,renewables_consumption,7921.54
584,OWID_WRL,World,1999,solar_consumption,2.545
639,OWID_WRL,World,1999,wind_consumption,58.934
35,OWID_WRL,World,2000,biofuel_consumption,126.039
90,OWID_WRL,World,2000,coal_consumption,27417.313
805,OWID_WRL,World,2000,energy_per_capita,17837.305
750,OWID_WRL,World,2000,energy_per_gdp,1.912
145,OWID_WRL,World,2000,fossil_fuel_consumption,94314.391
200,OWID_WRL,World,2000,gas_consumption,23999.887
255,OWID_WRL,World,2000,hydro_consumption,7366.566
310,OWID_WRL,World,2000,low_carbon_consumption,15268.987
365,OWID_WRL,World,2000,nuclear_consumption,7169.17
420,OWID_WRL,World,2000,oil_consumption,42897.191
475,OWID_WRL,World,2000,other_renewable_consumption,516.82
695,OWID_WRL,World,2000,primary_energy_consumption,109583.378
530,OWID_WRL,World,2000,renewables_consumption,8099.817
585,OWID_WRL,World,2000,solar_consumption,3.112
640,OWID_WRL,World,2000,wind_consumption,87.28
36,OWID_WRL,World,2001,biofuel_consumption,125.74
91,OWID_WRL,World,2001,coal_consumption,27852.504
806,OWID_WRL,World,2001,energy_per_capita,17786.908
751,OWID_WRL,World,2001,energy_per_gdp,1.889
146,OWID_WRL,World,2001,fossil_fuel_consumption,95461.607
201,OWID_WRL,World,2001,gas_consumption,24330.947
256,OWID_WRL,World,2001,hydro_consumption,7130.864
311,OWID_WRL,World,2001,low_carbon_consumption,15219.685
366,OWID_WRL,World,2001,nuclear_consumption,7323.716
421,OWID_WRL,World,2001,oil_consumption,43278.157
476,OWID_WRL,World,2001,other_renewable_consumption,529.551
696,OWID_WRL,World,2001,primary_energy_consumption,110681.292
531,OWID_WRL,World,2001,renewables_consumption,7895.97
586,OWID_WRL,World,2001,solar_consumption,3.866
641,OWID_WRL,World,2001,wind_consumption,105.949
37,OWID_WRL,World,2002,biofuel_consumption,146.199
92,OWID_WRL,World,2002,coal_consumption,28944.643
807,OWID_WRL,World,2002,energy_per_capita,17948.314
752,OWID_WRL,World,2002,energy_per_gdp,1.87
147,OWID_WRL,World,2002,fossil_fuel_consumption,97636.749
202,OWID_WRL,World,2002,gas_consumption,25052.899
257,OWID_WRL,World,2002,hydro_consumption,7216.359
312,OWID_WRL,World,2002,low_carbon_consumption,15469.445
367,OWID_WRL,World,2002,nuclear_consumption,7392.732
422,OWID_WRL,World,2002,oil_consumption,43639.207
477,OWID_WRL,World,2002,other_renewable_consumption,565.829
697,OWID_WRL,World,2002,primary_energy_consumption,113106.195
532,OWID_WRL,World,2002,renewables_consumption,8076.714
587,OWID_WRL,World,2002,solar_consumption,4.837
642,OWID_WRL,World,2002,wind_consumption,143.49
38,OWID_WRL,World,2003,biofuel_consumption,164.938
93,OWID_WRL,World,2003,coal_consumption,31496.509
808,OWID_WRL,World,2003,energy_per_capita,18358.56
753,OWID_WRL,World,2003,energy_per_gdp,1.877
148,OWID_WRL,World,2003,fossil_fuel_consumption,101858.037
203,OWID_WRL,World,2003,gas_consumption,25752.011
258,OWID_WRL,World,2003,hydro_consumption,7158.541
313,OWID_WRL,World,2003,low_carbon_consumption,15291.334
368,OWID_WRL,World,2003,nuclear_consumption,7196.586
423,OWID_WRL,World,2003,oil_consumption,44609.516
478,OWID_WRL,World,2003,other_renewable_consumption,593.708
698,OWID_WRL,World,2003,primary_energy_consumption,117149.37
533,OWID_WRL,World,2003,renewables_consumption,8094.747
588,OWID_WRL,World,2003,solar_consumption,6.153
643,OWID_WRL,World,2003,wind_consumption,171.409
39,OWID_WRL,World,2004,biofuel_consumption,199.349
94,OWID_WRL,World,2004,coal_consumption,33664.341
809,OWID_WRL,World,2004,energy_per_capita,19012.351
754,OWID_WRL,World,2004,energy_per_gdp,1.861
149,OWID_WRL,World,2004,fossil_fuel_consumption,106655.621
204,OWID_WRL,World,2004,gas_consumption,26735.573
259,OWID_WRL,World,2004,hydro_consumption,7635.779
314,OWID_WRL,World,2004,low_carbon_consumption,16186.198
369,OWID_WRL,World,2004,nuclear_consumption,7475.689
424,OWID_WRL,World,2004,oil_consumption,46255.707
479,OWID_WRL,World,2004,other_renewable_consumption,636.916
699,OWID_WRL,World,2004,primary_energy_consumption,122841.819
534,OWID_WRL,World,2004,renewables_consumption,8710.51
589,OWID_WRL,World,2004,solar_consumption,8.053
644,OWID_WRL,World,2004,wind_consumption,230.413
40,OWID_WRL,World,2005,biofuel_consumption,238.388
95,OWID_WRL,World,2005,coal_consumption,36170.786
810,OWID_WRL,World,2005,energy_per_capita,19408.082
755,OWID_WRL,World,2005,energy_per_gdp,1.796
150,OWID_WRL,World,2005,fossil_fuel_consumption,110458.954
205,OWID_WRL,World,2005,gas_consumption,27463.918
260,OWID_WRL,World,2005,hydro_consumption,7844.619
315,OWID_WRL,World,2005,low_carbon_consumption,16506.912
370,OWID_WRL,World,2005,nuclear_consumption,7447.91
425,OWID_WRL,World,2005,oil_consumption,46824.25
480,OWID_WRL,World,2005,other_renewable_consumption,684.812
700,OWID_WRL,World,2005,primary_energy_consumption,126965.866
535,OWID_WRL,World,2005,renewables_consumption,9059.002
590,OWID_WRL,World,2005,solar_consumption,11.205
645,OWID_WRL,World,2005,wind_consumption,279.978
41,OWID_WRL,World,2006,biofuel_consumption,299.533
96,OWID_WRL,World,2006,coal_consumption,38070.674
811,OWID_WRL,World,2006,energy_per_capita,19716.933
756,OWID_WRL,World,2006,energy_per_gdp,1.739
151,OWID_WRL,World,2006,fossil_fuel_consumption,113613.158
206,OWID_WRL,World,2006,gas_consumption,28175.652
261,OWID_WRL,World,2006,hydro_consumption,8092.845
316,OWID_WRL,World,2006,low_carbon_consumption,16982.305
371,OWID_WRL,World,2006,nuclear_consumption,7493.281
426,OWID_WRL,World,2006,oil_consumption,47366.831
481,OWID_WRL,World,2006,other_renewable_consumption,726.227
701,OWID_WRL,World,2006,primary_energy_consumption,130595.462
536,OWID_WRL,World,2006,renewables_consumption,9489.024
591,OWID_WRL,World,2006,solar_consumption,15.293
646,OWID_WRL,World,2006,wind_consumption,355.127
42,OWID_WRL,World,2007,biofuel_consumption,394.209
97,OWID_WRL,World,2007,coal_consumption,40223.624
812,OWID_WRL,World,2007,energy_per_capita,20076.27
757,OWID_WRL,World,2007,energy_per_gdp,1.685
152,OWID_WRL,World,2007,fossil_fuel_consumption,117504.838
207,OWID_WRL,World,2007,gas_consumption,29323.697
262,OWID_WRL,World,2007,hydro_consumption,8179.49
317,OWID_WRL,World,2007,low_carbon_consumption,17125.569
372,OWID_WRL,World,2007,nuclear_consumption,7294.706
427,OWID_WRL,World,2007,oil_consumption,47957.516
482,OWID_WRL,World,2007,other_renewable_consumption,783.021
702,OWID_WRL,World,2007,primary_energy_consumption,134630.407
537,OWID_WRL,World,2007,renewables_consumption,9830.863
592,OWID_WRL,World,2007,solar_consumption,20.64
647,OWID_WRL,World,2007,wind_consumption,453.503
43,OWID_WRL,World,2008,biofuel_consumption,539.807
98,OWID_WRL,World,2008,coal_consumption,40770.48
813,OWID_WRL,World,2008,energy_per_capita,20057.851
758,OWID_WRL,World,2008,energy_per_gdp,1.641
153,OWID_WRL,World,2008,fossil_fuel_consumption,118360.46
208,OWID_WRL,World,2008,gas_consumption,30024.33
263,OWID_WRL,World,2008,hydro_consumption,8598.703
318,OWID_WRL,World,2008,low_carbon_consumption,17814.072
373,OWID_WRL,World,2008,nuclear_consumption,7226.874
428,OWID_WRL,World,2008,oil_consumption,47565.65
483,OWID_WRL,World,2008,other_renewable_consumption,832.851
703,OWID_WRL,World,2008,primary_energy_consumption,136174.532
538,OWID_WRL,World,2008,renewables_consumption,10587.198
593,OWID_WRL,World,2008,solar_consumption,33.376
648,OWID_WRL,World,2008,wind_consumption,582.461
44,OWID_WRL,World,2009,biofuel_consumption,618.649
99,OWID_WRL,World,2009,coal_consumption,40148.633
814,OWID_WRL,World,2009,energy_per_capita,19514.057
759,OWID_WRL,World,2009,energy_per_gdp,1.628
154,OWID_WRL,World,2009,fossil_fuel_consumption,116213.166
209,OWID_WRL,World,2009,gas_consumption,29411.029
264,OWID_WRL,World,2009,hydro_consumption,8532.793
319,OWID_WRL,World,2009,low_carbon_consumption,17902.397
374,OWID_WRL,World,2009,nuclear_consumption,7080.672
429,OWID_WRL,World,2009,oil_consumption,46653.505
484,OWID_WRL,World,2009,other_renewable_consumption,891.054
704,OWID_WRL,World,2009,primary_energy_consumption,134115.564
539,OWID_WRL,World,2009,renewables_consumption,10821.725
594,OWID_WRL,World,2009,solar_consumption,55.016
649,OWID_WRL,World,2009,wind_consumption,724.212
45,OWID_WRL,World,2010,biofuel_consumption,712.414
100,OWID_WRL,World,2010,coal_consumption,41997.234
815,OWID_WRL,World,2010,energy_per_capita,20204.963
760,OWID_WRL,World,2010,energy_per_gdp,1.588
155,OWID_WRL,World,2010,fossil_fuel_consumption,121691.136
210,OWID_WRL,World,2010,gas_consumption,31606.766
265,OWID_WRL,World,2010,hydro_consumption,8958.472
320,OWID_WRL,World,2010,low_carbon_consumption,18871.237
375,OWID_WRL,World,2010,nuclear_consumption,7218.503
430,OWID_WRL,World,2010,oil_consumption,48087.136
485,OWID_WRL,World,2010,other_renewable_consumption,990.475
705,OWID_WRL,World,2010,primary_energy_consumption,140562.373
540,OWID_WRL,World,2010,renewables_consumption,11652.734
595,OWID_WRL,World,2010,solar_consumption,87.907
650,OWID_WRL,World,2010,wind_consumption,903.467
46,OWID_WRL,World,2011,biofuel_consumption,745.152
101,OWID_WRL,World,2011,coal_consumption,44018.078
816,OWID_WRL,World,2011,energy_per_capita,20447.575
761,OWID_WRL,World,2011,energy_per_gdp,1.532
156,OWID_WRL,World,2011,fossil_fuel_consumption,124939.047
211,OWID_WRL,World,2011,gas_consumption,32370.994
266,OWID_WRL,World,2011,hydro_consumption,9072.896
321,OWID_WRL,World,2011,low_carbon_consumption,19036.297
376,OWID_WRL,World,2011,nuclear_consumption,6874.33
431,OWID_WRL,World,2011,oil_consumption,48549.975
486,OWID_WRL,World,2011,other_renewable_consumption,1033.31
706,OWID_WRL,World,2011,primary_energy_consumption,143975.345
541,OWID_WRL,World,2011,renewables_consumption,12161.967
596,OWID_WRL,World,2011,solar_consumption,168.766
651,OWID_WRL,World,2011,wind_consumption,1141.844
47,OWID_WRL,World,2012,biofuel_consumption,764.713
102,OWID_WRL,World,2012,coal_consumption,44185.345
817,OWID_WRL,World,2012,energy_per_capita,20464.76
762,OWID_WRL,World,2012,energy_per_gdp,1.51
157,OWID_WRL,World,2012,fossil_fuel_consumption,126562.097
212,OWID_WRL,World,2012,gas_consumption,33220.032
267,OWID_WRL,World,2012,hydro_consumption,9400.811
322,OWID_WRL,World,2012,low_carbon_consumption,19266.268
377,OWID_WRL,World,2012,nuclear_consumption,6364.201
432,OWID_WRL,World,2012,oil_consumption,49156.72
487,OWID_WRL,World,2012,other_renewable_consumption,1109.535
707,OWID_WRL,World,2012,primary_energy_consumption,145828.364
542,OWID_WRL,World,2012,renewables_consumption,12902.067
597,OWID_WRL,World,2012,solar_consumption,259.658
652,OWID_WRL,World,2012,wind_consumption,1367.349
48,OWID_WRL,World,2013,biofuel_consumption,817.131
103,OWID_WRL,World,2013,coal_consumption,44993.467
818,OWID_WRL,World,2013,energy_per_capita,20606.611
763,OWID_WRL,World,2013,energy_per_gdp,1.496
158,OWID_WRL,World,2013,fossil_fuel_consumption,128448.117
213,OWID_WRL,World,2013,gas_consumption,33766.139
268,OWID_WRL,World,2013,hydro_consumption,9764.87
323,OWID_WRL,World,2013,low_carbon_consumption,20137.543
378,OWID_WRL,World,2013,nuclear_consumption,6383.714
433,OWID_WRL,World,2013,oil_consumption,49688.511
488,OWID_WRL,World,2013,other_renewable_consumption,1187.923
708,OWID_WRL,World,2013,primary_energy_consumption,148585.66
543,OWID_WRL,World,2013,renewables_consumption,13753.829
598,OWID_WRL,World,2013,solar_consumption,356.169
653,OWID_WRL,World,2013,wind_consumption,1627.737
49,OWID_WRL,World,2014,biofuel_consumption,875.835
104,OWID_WRL,World,2014,coal_consumption,44954.435
819,OWID_WRL,World,2014,energy_per_capita,20532.66
764,OWID_WRL,World,2014,energy_per_gdp,1.469
159,OWID_WRL,World,2014,fossil_fuel_consumption,128962.368
214,OWID_WRL,World,2014,gas_consumption,33994.279
269,OWID_WRL,World,2014,hydro_consumption,9910.341
324,OWID_WRL,World,2014,low_carbon_consumption,20829.361
379,OWID_WRL,World,2014,nuclear_consumption,6466.974
434,OWID_WRL,World,2014,oil_consumption,50013.654
489,OWID_WRL,World,2014,other_renewable_consumption,1274.776
709,OWID_WRL,World,2014,primary_energy_consumption,149791.729
544,OWID_WRL,World,2014,renewables_consumption,14362.387
599,OWID_WRL,World,2014,solar_consumption,503.532
654,OWID_WRL,World,2014,wind_consumption,1797.902
50,OWID_WRL,World,2015,biofuel_consumption,907.399
105,OWID_WRL,World,2015,coal_consumption,43844.173
820,OWID_WRL,World,2015,energy_per_capita,20445.283
765,OWID_WRL,World,2015,energy_per_gdp,1.437
160,OWID_WRL,World,2015,fossil_fuel_consumption,129516.27
215,OWID_WRL,World,2015,gas_consumption,34780.121
270,OWID_WRL,World,2015,hydro_consumption,9827.171
325,OWID_WRL,World,2015,low_carbon_consumption,21365.767
380,OWID_WRL,World,2015,nuclear_consumption,6516.074
435,OWID_WRL,World,2015,oil_consumption,50891.976
490,OWID_WRL,World,2015,other_renewable_consumption,1361.715
710,OWID_WRL,World,2015,primary_energy_consumption,150882.037
545,OWID_WRL,World,2015,renewables_consumption,14849.694
600,OWID_WRL,World,2015,solar_consumption,649.74
655,OWID_WRL,World,2015,wind_consumption,2103.669
51,OWID_WRL,World,2016,biofuel_consumption,944.501
106,OWID_WRL,World,2016,coal_consumption,43195.639
821,OWID_WRL,World,2016,energy_per_capita,20490.955
766,OWID_WRL,World,2016,energy_per_gdp,1.429
161,OWID_WRL,World,2016,fossil_fuel_consumption,130705.831
216,OWID_WRL,World,2016,gas_consumption,35590.036
271,OWID_WRL,World,2016,hydro_consumption,10091.741
326,OWID_WRL,World,2016,low_carbon_consumption,22239.107
381,OWID_WRL,World,2016,nuclear_consumption,6575.951
436,OWID_WRL,World,2016,oil_consumption,51920.156
491,OWID_WRL,World,2016,other_renewable_consumption,1377.77
711,OWID_WRL,World,2016,primary_energy_consumption,152944.938
546,OWID_WRL,World,2016,renewables_consumption,15663.156
601,OWID_WRL,World,2016,solar_consumption,825.45
656,OWID_WRL,World,2016,wind_consumption,2423.694
52,OWID_WRL,World,2017,biofuel_consumption,972.009
107,OWID_WRL,World,2017,coal_consumption,43359.508
822,OWID_WRL,World,2017,energy_per_capita,20624.761
767,OWID_WRL,World,2017,energy_per_gdp,
162,OWID_WRL,World,2017,fossil_fuel_consumption,132512.67
217,OWID_WRL,World,2017,gas_consumption,36585.642
272,OWID_WRL,World,2017,hydro_consumption,10164.682
327,OWID_WRL,World,2017,low_carbon_consumption,23160.114
382,OWID_WRL,World,2017,nuclear_consumption,6596.391
437,OWID_WRL,World,2017,oil_consumption,52567.52
492,OWID_WRL,World,2017,other_renewable_consumption,1457.234
712,OWID_WRL,World,2017,primary_energy_consumption,155672.784
547,OWID_WRL,World,2017,renewables_consumption,16563.723
602,OWID_WRL,World,2017,solar_consumption,1117.368
657,OWID_WRL,World,2017,wind_consumption,2852.43
53,OWID_WRL,World,2018,biofuel_consumption,1040.053
108,OWID_WRL,World,2018,coal_consumption,44109.462
823,OWID_WRL,World,2018,energy_per_capita,20975.203
768,OWID_WRL,World,2018,energy_per_gdp,
163,OWID_WRL,World,2018,fossil_fuel_consumption,135807.237
218,OWID_WRL,World,2018,gas_consumption,38516.651
273,OWID_WRL,World,2018,hydro_consumption,10367.535
328,OWID_WRL,World,2018,low_carbon_consumption,24252.866
383,OWID_WRL,World,2018,nuclear_consumption,6711.461
438,OWID_WRL,World,2018,oil_consumption,53181.125
493,OWID_WRL,World,2018,other_renewable_consumption,1528.605
713,OWID_WRL,World,2018,primary_energy_consumption,160063.686
548,OWID_WRL,World,2018,renewables_consumption,17541.405
603,OWID_WRL,World,2018,solar_consumption,1448.367
658,OWID_WRL,World,2018,wind_consumption,3156.845
54,OWID_WRL,World,2019,biofuel_consumption,1101.949
109,OWID_WRL,World,2019,coal_consumption,43849.215
824,OWID_WRL,World,2019,energy_per_capita,21027.415
769,OWID_WRL,World,2019,energy_per_gdp,
164,OWID_WRL,World,2019,fossil_fuel_consumption,136761.607
219,OWID_WRL,World,2019,gas_consumption,39292.468
274,OWID_WRL,World,2019,hydro_consumption,10455.127
329,OWID_WRL,World,2019,low_carbon_consumption,25427.562
384,OWID_WRL,World,2019,nuclear_consumption,6923.412
439,OWID_WRL,World,2019,oil_consumption,53619.925
494,OWID_WRL,World,2019,other_renewable_consumption,1614.027
714,OWID_WRL,World,2019,primary_energy_consumption,162194.29
549,OWID_WRL,World,2019,renewables_consumption,18504.151
604,OWID_WRL,World,2019,solar_consumption,1792.996
659,OWID_WRL,World,2019,wind_consumption,3540.051
